Reason 1,Reason 2,Reason 3,Reason 4,Day of the Week,Month Value,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,4,3,0.5798969072164949,0.5,0.4827586206896552,0.9059580240918066,0.631578947368421,0,1,2,1
1,0,0,0,0,3,0.7190721649484536,0.09615384615384616,0.6724137931034483,0.9059580240918066,0.631578947368421,0,2,0,8
1,0,0,0,1,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.9059580240918066,0.8157894736842105,0,0,0,24
0,0,0,1,2,3,0.5798969072164949,0.5,0.4827586206896552,0.9059580240918066,0.631578947368421,0,1,2,2
1,0,0,0,0,3,0.5798969072164949,0.5,0.4827586206896552,0.9059580240918066,0.631578947368421,0,1,2,8
1,0,0,0,0,3,0.46134020618556704,0.5,0.5172413793103449,0.9059580240918066,0.5,1,0,0,1
1,0,0,0,1,3,0.5798969072164949,0.5,0.4827586206896552,0.9059580240918066,0.631578947368421,0,1,2,8
1,0,0,0,2,3,0.5798969072164949,0.5,0.4827586206896552,0.9059580240918066,0.631578947368421,0,1,2,16
1,0,0,0,2,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.9059580240918066,0.8157894736842105,0,0,0,3
1,0,0,0,3,3,0.7190721649484536,0.09615384615384616,0.6724137931034483,0.9059580240918066,0.631578947368421,0,2,0,16
0,0,0,1,4,3,0.5798969072164949,0.5,0.4827586206896552,0.9059580240918066,0.631578947368421,0,1,2,2
1,0,0,0,4,3,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.9059580240918066,0.8421052631578947,0,2,1,3
0,0,0,1,0,3,0.5798969072164949,0.5,0.4827586206896552,0.9059580240918066,0.631578947368421,0,1,2,1
0,0,0,1,2,4,0.75,0.5961538461538461,0.6896551724137931,0.8616146366697987,0.6578947368421053,0,1,1,1
0,0,0,1,2,4,0.5798969072164949,0.5,0.4827586206896552,0.8616146366697987,0.631578947368421,0,1,2,1
0,0,0,1,1,4,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.8616146366697987,0.6578947368421053,0,2,0,1
1,0,0,0,2,4,0.634020618556701,0.4807692307692308,0.7068965517241379,0.8616146366697987,0.6052631578947368,0,0,0,24
0,0,0,1,3,4,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.8616146366697987,0.6578947368421053,0,2,0,1
0,0,0,1,4,4,0.5798969072164949,0.5,0.4827586206896552,0.8616146366697987,0.631578947368421,0,1,2,2
0,0,0,1,4,4,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.8616146366697987,0.6052631578947368,0,4,0,4
1,0,0,0,2,4,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.8616146366697987,0.8157894736842105,0,0,0,24
0,0,0,1,3,4,0.30412371134020616,0.25,0.8620689655172413,0.8616146366697987,0.8157894736842105,0,1,0,1
0,0,0,1,4,4,0.75,0.5961538461538461,0.6896551724137931,0.8616146366697987,0.6578947368421053,0,1,1,3
1,0,0,0,4,4,0.634020618556701,0.4807692307692308,0.7068965517241379,0.8616146366697987,0.6052631578947368,0,0,0,8
0,0,0,1,4,4,0.75,0.5961538461538461,0.6896551724137931,0.8616146366697987,0.6578947368421053,0,1,1,1
0,0,0,1,4,4,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.8616146366697987,0.8421052631578947,0,2,1,8
0,0,1,0,4,4,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.8616146366697987,0.6052631578947368,0,4,0,56
0,0,1,0,1,4,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.8616146366697987,0.7894736842105263,0,2,1,8
1,0,0,0,2,4,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.8616146366697987,0.6578947368421053,0,2,0,24
0,0,1,0,2,4,0.9742268041237113,0.9423076923076923,0.6206896551724138,0.8616146366697987,0.5526315789473685,0,2,4,8
1,0,0,0,3,4,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.8616146366697987,0.7894736842105263,0,2,1,16
1,0,0,0,4,4,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.8616146366697987,0.7631578947368421,1,1,1,3
0,0,0,0,0,4,0.6056701030927835,0.5576923076923077,0.8275862068965517,0.8616146366697987,0.868421052631579,0,1,5,0
1,0,0,0,2,5,0.7448453608247423,0.6923076923076923,0.5689655172413793,1.0,0.7894736842105263,0,2,1,8
0,0,0,1,3,5,0.39948453608247425,0.23076923076923078,0.5862068965517241,1.0,0.6578947368421053,0,2,0,2
0,0,0,1,0,5,0.39948453608247425,0.23076923076923078,0.5862068965517241,1.0,0.6578947368421053,0,2,0,1
0,0,1,0,1,5,0.46134020618556704,0.9807692307692307,0.6551724137931034,1.0,0.8157894736842105,0,0,0,8
0,0,1,0,1,5,0.5798969072164949,0.5,0.4827586206896552,1.0,0.631578947368421,0,1,2,8
1,0,0,0,2,5,0.4742268041237113,0.8076923076923077,0.46551724137931033,1.0,0.5526315789473685,0,0,0,4
0,0,0,1,0,5,0.39948453608247425,0.23076923076923078,0.5862068965517241,1.0,0.6578947368421053,0,2,0,2
1,0,0,0,1,5,0.46134020618556704,0.9807692307692307,0.6551724137931034,1.0,0.8157894736842105,0,0,0,1
1,0,0,0,2,5,0.7448453608247423,0.6923076923076923,0.5689655172413793,1.0,0.7894736842105263,0,2,1,24
0,0,0,0,2,5,0.7190721649484536,0.09615384615384616,0.6724137931034483,1.0,0.631578947368421,0,2,0,0
0,0,0,0,2,5,0.8505154639175257,0.3076923076923077,0.4827586206896552,1.0,0.6578947368421053,1,0,0,0
0,0,0,0,2,5,0.9742268041237113,0.9423076923076923,0.6206896551724138,1.0,0.5526315789473685,0,2,4,0
0,0,0,0,2,5,1.0,0.28846153846153844,0.8620689655172413,1.0,0.631578947368421,0,0,0,0
1,0,0,0,1,5,0.46134020618556704,0.9807692307692307,0.6551724137931034,1.0,0.8157894736842105,0,0,0,1
1,0,0,0,2,5,0.30412371134020616,0.25,0.8620689655172413,1.0,0.8157894736842105,0,1,0,24
0,0,0,1,4,5,0.9304123711340206,1.0,0.4827586206896552,1.0,0.7105263157894737,0,1,4,8
0,0,1,0,0,6,0.634020618556701,0.4807692307692308,0.7068965517241379,0.9964791334550944,0.6052631578947368,0,0,0,8
0,0,0,1,0,6,0.9304123711340206,1.0,0.4827586206896552,0.9964791334550944,0.7105263157894737,0,1,4,8
1,0,0,0,1,6,0.634020618556701,0.4807692307692308,0.7068965517241379,0.9964791334550944,0.6052631578947368,0,0,0,24
0,0,0,1,3,6,0.75,0.5961538461538461,0.6896551724137931,0.9964791334550944,0.6578947368421053,0,1,1,4
1,0,0,0,4,6,0.634020618556701,0.4807692307692308,0.7068965517241379,0.9964791334550944,0.6052631578947368,0,0,0,8
1,0,0,0,0,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.9964791334550944,0.8157894736842105,0,0,0,8
0,0,0,1,0,6,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.9964791334550944,0.6578947368421053,0,2,0,4
1,0,0,0,0,6,0.634020618556701,0.4807692307692308,0.7068965517241379,0.9964791334550944,0.6052631578947368,0,0,0,8
1,0,0,0,2,6,0.30412371134020616,0.25,0.8620689655172413,0.9964791334550944,0.8157894736842105,0,1,0,8
1,0,0,0,4,6,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.9964791334550944,0.7631578947368421,1,1,1,16
0,0,0,1,1,6,0.30412371134020616,0.25,0.8620689655172413,0.9964791334550944,0.8157894736842105,0,1,0,1
1,0,0,0,2,6,0.30412371134020616,0.25,0.8620689655172413,0.9964791334550944,0.8157894736842105,0,1,0,80
0,0,0,1,3,6,0.9742268041237113,0.9423076923076923,0.6206896551724138,0.9964791334550944,0.5526315789473685,0,2,4,8
1,0,0,0,4,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.9964791334550944,0.8157894736842105,0,0,0,2
0,0,0,1,0,6,0.7448453608247423,0.9230769230769231,0.8448275862068966,0.9964791334550944,0.9473684210526315,0,0,2,2
0,0,0,1,3,6,0.5798969072164949,0.5,0.4827586206896552,0.9964791334550944,0.631578947368421,0,1,2,2
0,0,1,0,1,7,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.7266392880142735,0.6578947368421053,0,2,0,16
1,0,0,0,2,7,0.30412371134020616,0.25,0.8620689655172413,0.7266392880142735,0.8157894736842105,0,1,0,8
1,0,0,0,4,7,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7266392880142735,0.7368421052631579,0,0,0,8
0,0,0,1,4,7,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7266392880142735,0.7368421052631579,0,0,0,4
0,0,0,1,1,7,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.7266392880142735,0.6578947368421053,1,0,0,8
0,0,1,0,3,7,0.46134020618556704,0.5,0.5172413793103449,0.7266392880142735,0.5,1,0,0,8
0,0,0,1,4,7,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.7266392880142735,0.6578947368421053,0,2,0,2
1,0,0,0,0,7,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.7266392880142735,0.6578947368421053,1,0,0,8
1,0,0,0,1,7,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.7266392880142735,0.6578947368421053,1,0,0,8
0,0,0,1,0,7,0.40463917525773196,0.5192307692307693,0.5,0.7266392880142735,0.5789473684210527,0,0,0,3
0,0,0,1,1,7,0.9304123711340206,1.0,0.4827586206896552,0.7266392880142735,0.7105263157894737,0,1,4,8
0,0,0,1,2,7,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7266392880142735,0.7894736842105263,0,2,1,8
0,0,0,1,3,7,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7266392880142735,0.8157894736842105,0,0,0,8
0,0,1,0,0,7,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7266392880142735,0.7894736842105263,0,2,1,32
0,0,1,0,3,7,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7266392880142735,0.7894736842105263,0,2,1,8
0,0,0,0,3,7,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.7266392880142735,0.6052631578947368,0,4,0,0
0,0,1,0,3,8,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7010457026424974,0.7894736842105263,0,2,1,8
0,0,1,0,3,8,0.40463917525773196,0.5192307692307693,0.5,0.7010457026424974,0.5789473684210527,0,0,0,3
0,0,0,1,6,8,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7010457026424974,0.7894736842105263,0,2,1,1
0,0,1,0,0,8,0.5876288659793815,0.2692307692307692,1.0,0.7010457026424974,0.5789473684210527,0,2,1,8
1,0,0,0,2,8,0.7731958762886598,0.5,0.7413793103448276,0.7010457026424974,0.6578947368421053,0,2,1,1
1,0,0,0,2,8,0.7731958762886598,0.5,0.7413793103448276,0.7010457026424974,0.6578947368421053,0,2,1,2
0,0,0,1,3,8,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.7010457026424974,0.6052631578947368,0,4,0,4
0,0,0,1,0,8,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7010457026424974,0.7894736842105263,0,2,1,4
0,0,0,1,1,8,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.7010457026424974,0.8421052631578947,0,2,1,1
1,0,0,0,2,8,0.6907216494845361,0.21153846153846154,0.5689655172413793,0.7010457026424974,0.6578947368421053,1,0,0,8
0,0,0,1,2,8,0.46134020618556704,0.5,0.5172413793103449,0.7010457026424974,0.5,1,0,0,1
1,0,0,0,2,8,0.30412371134020616,0.25,0.8620689655172413,0.7010457026424974,0.8157894736842105,0,1,0,3
0,0,0,1,6,8,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.7010457026424974,0.8421052631578947,0,2,1,2
0,0,0,1,0,8,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.7010457026424974,0.7631578947368421,1,1,1,1
0,0,0,1,2,8,0.30412371134020616,0.25,0.8620689655172413,0.7010457026424974,0.8157894736842105,0,1,0,1
0,0,1,0,2,8,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.7010457026424974,0.7631578947368421,1,1,1,8
1,0,0,0,0,8,0.9304123711340206,1.0,0.4827586206896552,0.7010457026424974,0.7105263157894737,0,1,4,8
1,0,0,0,1,8,0.4742268041237113,0.8076923076923077,0.46551724137931033,0.7010457026424974,0.5526315789473685,0,0,0,8
1,0,0,0,0,9,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.776535826268726,0.8157894736842105,0,0,0,8
0,0,0,1,4,9,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.776535826268726,0.8157894736842105,0,0,0,3
0,0,1,0,2,9,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.776535826268726,0.7894736842105263,0,2,1,24
0,0,0,0,3,9,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.776535826268726,1.0,0,1,0,0
1,0,0,0,0,9,0.634020618556701,0.4807692307692308,0.7068965517241379,0.776535826268726,0.6052631578947368,0,0,0,16
0,0,0,1,1,9,0.75,0.5961538461538461,0.6896551724137931,0.776535826268726,0.6578947368421053,0,1,1,3
0,0,0,0,1,9,0.595360824742268,0.6730769230769231,0.6724137931034483,0.776535826268726,0.9210526315789473,0,2,2,0
0,0,0,0,1,9,0.75,0.9615384615384616,0.5517241379310345,0.776535826268726,0.6052631578947368,0,0,0,0
1,0,0,0,2,9,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.776535826268726,0.8157894736842105,0,0,0,8
1,0,0,0,2,9,0.634020618556701,0.4807692307692308,0.7068965517241379,0.776535826268726,0.6052631578947368,0,0,0,32
0,0,0,1,3,9,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.776535826268726,0.8157894736842105,0,0,0,1
0,0,0,1,4,9,0.75,0.5961538461538461,0.6896551724137931,0.776535826268726,0.6578947368421053,0,1,1,4
0,0,0,1,4,9,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.776535826268726,0.6052631578947368,0,4,0,4
0,0,0,1,2,9,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.776535826268726,1.0,0,1,0,8
0,0,0,1,3,9,0.30412371134020616,0.25,0.8620689655172413,0.776535826268726,0.8157894736842105,0,1,0,1
0,0,0,0,3,9,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.776535826268726,1.0,0,1,0,0
0,0,0,1,4,9,0.75,0.5961538461538461,0.6896551724137931,0.776535826268726,0.6578947368421053,0,1,1,3
1,0,0,0,0,9,0.75,0.5961538461538461,0.6896551724137931,0.776535826268726,0.6578947368421053,0,1,1,40
1,0,0,0,0,9,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.776535826268726,0.8157894736842105,0,0,0,8
0,0,0,1,2,10,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.6994673831568501,0.7894736842105263,0,2,1,8
0,0,0,1,2,10,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.6994673831568501,0.7631578947368421,1,1,1,4
0,0,0,1,2,10,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.6994673831568501,0.7894736842105263,0,2,1,8
0,0,0,1,3,10,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.6994673831568501,0.7894736842105263,0,2,1,8
0,0,0,0,3,10,0.30412371134020616,0.25,0.8620689655172413,0.6994673831568501,0.8157894736842105,0,1,0,0
0,0,0,0,3,10,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.6994673831568501,0.8421052631578947,0,2,1,0
1,0,0,0,2,10,0.46134020618556704,0.5,0.5172413793103449,0.6994673831568501,0.5,1,0,0,8
1,0,0,0,2,10,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6994673831568501,0.7368421052631579,0,0,0,3
0,0,0,1,2,10,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.6994673831568501,0.6578947368421053,0,3,0,8
0,0,0,1,4,10,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6994673831568501,0.8157894736842105,0,0,0,1
1,0,0,0,4,10,0.46134020618556704,0.5,0.5172413793103449,0.6994673831568501,0.5,1,0,0,64
0,0,0,0,4,10,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6994673831568501,1.0,0,1,0,0
0,0,1,0,5,10,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.6994673831568501,0.7894736842105263,0,2,1,16
0,0,0,1,6,10,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.6994673831568501,0.6052631578947368,0,4,0,3
0,0,0,0,6,10,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6994673831568501,1.0,0,1,0,0
0,0,0,1,2,10,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6994673831568501,1.0,0,1,0,2
0,0,0,1,2,10,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6994673831568501,1.0,0,1,0,2
0,0,0,1,3,10,0.30412371134020616,0.25,0.8620689655172413,0.6994673831568501,0.8157894736842105,0,1,0,1
0,0,0,1,3,10,0.75,0.5961538461538461,0.6896551724137931,0.6994673831568501,0.6578947368421053,0,1,1,4
0,0,0,1,5,10,0.46134020618556704,0.5,0.5172413793103449,0.6994673831568501,0.5,1,0,0,16
0,0,0,1,5,10,0.30412371134020616,0.25,0.8620689655172413,0.6994673831568501,0.8157894736842105,0,1,0,1
1,0,0,0,2,10,0.9304123711340206,1.0,0.4827586206896552,0.6994673831568501,0.7105263157894737,0,1,4,8
0,0,0,0,3,10,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.6994673831568501,0.6052631578947368,0,4,0,0
0,0,0,0,3,10,0.75,0.5961538461538461,0.6896551724137931,0.6994673831568501,0.6578947368421053,0,1,1,0
0,0,0,0,3,10,0.40463917525773196,0.5192307692307693,0.5,0.6994673831568501,0.5789473684210527,0,0,0,0
1,0,0,0,4,10,0.46134020618556704,0.5,0.5172413793103449,0.6994673831568501,0.5,1,0,0,5
1,0,0,0,4,10,0.46134020618556704,0.5,0.5172413793103449,0.6994673831568501,0.5,1,0,0,5
0,0,0,1,5,10,0.30412371134020616,0.25,0.8620689655172413,0.6994673831568501,0.8157894736842105,0,1,0,1
1,0,0,0,0,11,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7496516084078504,0.7368421052631579,0,0,0,8
0,0,0,1,0,11,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.7496516084078504,0.8421052631578947,0,2,1,2
1,0,0,0,1,11,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7496516084078504,0.8157894736842105,0,0,0,8
0,0,0,1,4,11,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.7496516084078504,0.6052631578947368,0,4,0,3
0,0,0,1,0,11,0.75,0.5961538461538461,0.6896551724137931,0.7496516084078504,0.6578947368421053,0,1,1,1
1,0,0,0,0,11,0.9742268041237113,0.9423076923076923,0.6206896551724138,0.7496516084078504,0.5526315789473685,0,2,4,8
1,0,0,0,0,11,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.7496516084078504,0.6578947368421053,0,2,0,120
0,0,0,1,0,11,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.7496516084078504,1.0,0,1,0,8
0,0,0,0,1,11,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.7496516084078504,0.6578947368421053,1,0,0,0
0,0,1,0,2,11,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.7496516084078504,0.7631578947368421,1,1,1,1
1,0,0,0,2,11,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7496516084078504,0.7368421052631579,0,0,0,3
0,0,0,1,3,11,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.7496516084078504,0.7631578947368421,1,1,1,2
0,0,0,1,3,11,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7496516084078504,0.8157894736842105,0,0,0,3
1,0,0,0,4,11,0.634020618556701,0.4807692307692308,0.7068965517241379,0.7496516084078504,0.6052631578947368,0,0,0,8
1,0,0,0,4,11,0.75,0.5961538461538461,0.6896551724137931,0.7496516084078504,0.6578947368421053,0,1,1,4
1,0,0,0,0,11,0.634020618556701,0.4807692307692308,0.7068965517241379,0.7496516084078504,0.6052631578947368,0,0,0,8
0,0,0,1,1,11,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7496516084078504,0.8157894736842105,0,0,0,1
1,0,0,0,2,11,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.7496516084078504,0.6052631578947368,0,4,0,8
0,1,0,0,4,11,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.7496516084078504,0.6052631578947368,0,4,0,8
0,0,0,0,4,11,0.9742268041237113,0.9423076923076923,0.6206896551724138,0.7496516084078504,0.5526315789473685,0,2,4,0
0,0,0,0,1,11,0.7190721649484536,0.09615384615384616,0.6724137931034483,0.7496516084078504,0.631578947368421,0,2,0,0
0,0,0,1,3,11,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7496516084078504,0.8157894736842105,0,0,0,1
1,0,0,0,0,12,0.5798969072164949,0.5,0.4827586206896552,0.6245420762027428,0.631578947368421,0,1,2,3
0,0,0,1,0,12,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6245420762027428,0.8157894736842105,0,0,0,2
0,0,0,1,0,12,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6245420762027428,0.8157894736842105,0,0,0,1
0,0,0,1,0,12,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.6245420762027428,0.7631578947368421,1,1,1,3
0,0,0,1,1,12,0.30412371134020616,0.25,0.8620689655172413,0.6245420762027428,0.8157894736842105,0,1,0,1
0,0,0,1,4,12,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.6245420762027428,0.6052631578947368,0,4,0,4
1,0,0,0,3,12,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6245420762027428,0.6052631578947368,0,0,0,8
0,0,0,1,3,12,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6245420762027428,0.8157894736842105,0,0,0,1
0,0,0,1,4,12,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6245420762027428,0.8157894736842105,0,0,0,1
